A1,A2,Class
3.013267,1.143576,1
2.173471,5.685519,1
3.512084,2.606874,1
2.120158,3.288938,1
3.465178,-3.294864,1
0.226157,-3.291865,1
3.585602,-2.257206,1
-3.215844,-2.90401,1
-3.230166,-4.228639,1
2.773021,3.509403,1
-0.117243,-5.223867,1
3.605666,3.27616,1
3.857337,2.495585,1
-4.049929,-2.746584,1
4.406937,2.595318,1
5.354824,1.857095,1
-4.135383,-4.20366,1
-1.342538,-4.972116,1
2.475763,3.56271,1
-3.007869,-3.839639,1
5.472237,0.236369,1
3.685674,2.238529,1
2.070307,-3.241071,1
-6.238489,-4.773013,1
3.901354,-1.524775,1
3.376451,-3.830527,1
0.916969,-5.917843,1
2.66185,5.486752,1
-3.209767,-5.580301,1
-4.188895,-4.060024,1
3.593144,4.990357,1
0.890723,3.560287,1
5.992466,0.156726,1
-4.204461,-3.170157,1
0.577213,-4.68737,1
1.119999,-6.051008,1
3.279917,-4.757508,1
-1.398662,-3.825944,1
-0.561346,-5.102142,1
4.602241,-5.717924,1
3.277237,3.734449,1
4.126758,1.03308,1
1.012003,-5.100127,1
3.427721,4.433616,1
-1.295725,-5.110519,1
0.586716,-3.33013,1
4.632227,2.869591,1
-3.267675,-1.387098,1
4.432005,1.653781,1
1.213632,4.721323,1
0.235572,-4.187424,1
4.007986,-0.534267,1
4.439588,-2.207252,1
-3.001906,-4.429182,1
-3.468736,-2.289426,1
2.58266,-3.003764,1
3.18288,3.025109,1
-2.887711,-6.191233,1
1.686696,3.863913,1
0.768629,4.855762,1
-1.309019,-4.804284,1
4.151608,3.064892,1
2.192301,4.675929,1
1.146779,4.606074,1
0.56301,-4.19943,1
4.136461,3.095939,1
-0.076968,-5.732552,1
5.130331,1.745631,1
2.801537,-4.202474,1
2.841702,-4.54909,1
1.641427,-4.962637,1
5.614299,-0.485139,1
-3.532759,-4.860587,1
3.027631,2.550644,1
4.615174,1.527349,1
-2.174992,-4.512183,1
-3.479811,-1.700646,1
3.533387,4.262956,1
-3.125518,-3.29573,1
-2.660521,-2.469869,1
-4.036535,-3.284608,1
2.09237,-3.490171,1
-4.862008,-2.174333,1
5.448979,-0.111859,1
5.897749,0.759492,1
3.373742,5.930341,1
5.522341,0.027761,1
4.233349,0.473691,1
3.741286,-2.396904,1
0.244692,4.795703,1
6.6498,0.01984,1
3.758731,-0.732347,1
2.856351,-4.948752,1
-1.869421,-3.75806,1
4.991442,0.858713,1
0.490079,-5.56424,1
1.404772,-3.909812,1
5.202274,3.723005,1
1.040908,5.217758,1
5.266233,-0.403243,1
5.792055,-0.428787,1
-3.256842,-2.833446,1
-3.711976,-1.987617,1
4.834286,-3.696849,1
-3.941689,-1.916199,1
3.747941,-3.42742,1
-4.817551,-3.313761,1
-4.770654,-0.865805,1
-0.561922,-4.926275,1
0.582758,-3.911283,1
-2.883831,-5.589224,1
3.017516,3.679982,1
4.853983,-0.164072,1
4.335852,4.109379,1
4.70092,1.461965,1
3.314662,4.838969,1
-3.219217,-5.458539,1
2.473874,3.534823,1
3.067161,-1.079579,1
1.705764,2.830422,1
-0.507778,-4.38588,1
5.435075,-1.439071,1
2.285937,-4.89171,1
3.627213,-2.77032,1
4.251823,2.668411,1
2.959577,4.042099,1
1.216909,-6.865176,1
0.157838,-4.037425,1
5.117139,2.373917,1
4.710823,-2.568201,1
0.514941,-5.819888,1
5.698548,-2.60524,1
3.456899,2.459874,1
2.342973,-5.518261,1
-3.78692,-2.941322,1
-3.656435,-4.498391,1
-3.224774,-4.776264,1
-5.694099,-2.676054,1
-2.660424,-5.164669,1
5.056983,-0.940547,1
3.15445,1.15581,1
4.565304,2.71534,1
-5.872239,-3.448119,1
3.941881,-4.040321,1
5.179317,1.81824,1
5.899224,-2.173257,1
-2.475617,-5.272424,1
4.252504,1.450327,1
4.994498,0.780379,1
-3.165715,-3.764603,1
5.462373,0.264149,1
1.772705,3.977689,1
-4.771738,-3.439502,1
4.402783,2.883526,1
5.342831,-0.346703,1
4.434387,-3.461803,1
-1.895804,-2.514415,1
6.506363,-2.217524,1
-0.351502,-3.48079,1
1.470741,1.944457,1
-2.889489,-1.41927,1
-2.308816,-1.016135,1
-2.585241,-2.402211,1
5.519943,2.016345,1
3.816656,-3.68488,1
5.415009,-1.144761,1
4.992385,3.661695,1
5.032402,-0.887718,1
-1.851303,-6.085014,1
-6.011172,-4.203337,1
1.613815,3.917879,1
-3.663788,-4.515979,1
4.019074,0.837201,1
-4.997141,-3.412152,1
4.244211,-0.517695,1
3.164819,1.383306,1
2.806985,-3.019489,1
3.44672,-6.77501,1
-2.705196,-3.399023,1
3.885572,0.90853,1
5.049976,0.829363,1
4.569586,1.610512,1
2.919523,-3.897454,1
5.095561,0.302434,1
-1.590542,-6.235843,1
5.648193,0.886995,1
4.24952,-1.956357,1
2.874578,-2.564424,1
0.832728,-3.223671,1
4.940277,2.028187,1
5.551266,-0.615961,1
-5.268853,-3.319077,1
4.205411,0.440015,1
3.262978,3.458491,1
3.548489,-1.549786,1
1.156376,-3.78407,1
5.139252,1.633414,1
5.755888,-0.976769,1
1.093958,-4.707953,1
5.052182,0.624723,1
-4.985242,-1.841482,1
-1.316916,-5.166637,1
5.007439,-0.332787,1
4.618582,1.752558,1
4.710235,-1.168086,1
3.35775,1.440842,1
1.295727,2.976391,1
3.615303,3.054109,1
3.174724,3.543367,1
-3.008766,-3.330342,1
5.01087,-2.55382,1
-1.824952,-5.802175,1
-1.607508,-4.107904,1
5.933026,-1.263176,1
-3.513327,-4.785307,1
3.745306,-1.37484,1
3.49188,1.066681,1
4.441537,-4.088377,1
5.453698,2.868416,1
1.521657,-4.92031,1
-4.089624,-2.911292,1
2.663609,-3.158592,1
-2.10997,-3.06424,1
6.46497,-1.908716,1
4.670379,0.067213,1
1.923431,-3.756432,1
5.192455,-0.736468,1
4.115036,-1.512084,1
3.914392,0.190141,1
2.440079,-2.543192,1
-0.192858,-4.835392,1
2.563699,-3.331704,1
-5.741764,-1.949167,1
5.179498,2.070569,1
1.855375,-5.033783,1
3.924779,-3.760855,1
5.05366,-1.761027,1
3.334467,-4.881162,1
-3.965769,-1.699299,1
-0.750408,-3.719302,1
2.445887,2.031229,1
-3.264043,-3.074705,1
-2.261789,-4.415478,1
3.426681,-1.439622,1
-0.778914,-6.815034,1
3.718674,4.663309,1
4.83745,-3.64502,1
-0.208851,-4.851978,1
5.193784,3.82668,1
1.584171,-4.779457,1
5.428391,2.487253,1
-1.755129,-3.751112,1
4.761743,2.130253,1
5.686391,2.450074,1
3.461929,3.270489,1
0.192099,-4.592836,1
1.778214,-3.600945,1
1.271182,3.171395,1
3.908343,0.70886,1
-0.582178,-3.485162,1
-2.30446,-1.317315,1
0.742387,-4.918568,1
-2.09405,-6.422344,1
5.584583,2.109118,1
-1.296262,-5.345493,1
-3.757335,-2.251722,1
-2.430902,-4.39778,1
-1.268156,-6.387084,1
-3.037431,-5.540932,1
4.732074,-2.240773,1
1.321406,-4.710024,1
2.601556,5.99586,1
-6.602047,-2.579692,1
5.528335,-0.793844,1
4.831299,-2.453543,1
0.994059,-3.273298,1
5.387602,-3.018812,1
-2.095734,-3.202946,1
3.06505,-3.603756,1
6.832341,1.120951,1
5.101918,2.44347,1
2.193864,-5.748503,1
-3.805953,-2.41152,1
-4.330676,-1.981345,1
2.132469,-5.521905,1
3.991195,0.710313,1
5.245484,-3.76807,1
1.376436,4.680924,1
4.30333,-0.469343,1
-1.265546,-5.174574,1
-2.738235,-4.43139,1
4.976111,-2.868183,1
4.187853,-3.791492,1
5.232975,0.515446,1
4.241886,4.579197,1
0.00139,-2.927958,1
-4.122867,-5.284654,1
6.292728,0.285761,1
3.44071,-3.302037,1
1.758052,5.036428,1
2.938093,5.899735,1
3.518005,-4.365123,1
-1.513651,-5.13791,1
2.592837,3.934346,1
-4.010277,-0.146971,1
3.540835,-2.805809,1
-0.06792,-4.842507,1
-3.424585,-4.357839,1
2.58552,-1.446576,1
2.347163,-3.136507,1
-0.96023,-4.725324,1
4.522664,0.181489,1
-4.559171,-1.499524,1
2.751478,4.807424,1
2.583474,-3.714581,1
-4.505234,-2.105072,1
-3.330892,-2.697562,1
-0.135809,-7.552608,1
5.128055,1.856661,1
3.791552,-1.446638,1
3.631035,0.58161,1
5.909335,-0.711256,1
-5.112714,-3.443869,1
3.461092,-4.012971,1
-0.082751,-5.099006,1
-1.03874,-5.169577,1
-6.538408,-3.652999,1
-2.776388,-3.10609,1
5.173963,-1.587228,1
2.148264,-3.843499,1
4.763916,-0.919821,1
-2.839689,-2.364495,1
4.275235,-1.80344,1
-3.028896,-3.812756,1
3.928303,-1.780967,1
-4.239349,-1.896273,1
2.817331,3.50294,1
-6.050842,-2.831476,1
-0.098628,-5.261432,1
1.180485,-4.790838,1
4.131962,-2.162396,1
4.230436,1.364825,1
-3.040962,-5.389921,1
-2.777205,-5.005641,1
5.645823,2.796021,1
4.058053,1.285494,1
-3.290819,-2.906924,1
0.662037,-6.138833,1
2.316376,-4.908323,1
3.268175,-3.413715,1
1.51733,4.96215,1
4.844322,1.54174,1
-5.804327,-2.105492,1
-3.171855,-4.652853,1
0.350109,3.695878,1
5.194883,-4.20505,1
4.022532,-2.067284,1
-0.678845,-4.187196,1
5.653813,-3.455417,1
2.349225,-3.493667,1
-1.918335,-4.905081,1
1.482552,-3.429101,1
3.570643,4.547853,1
4.634317,2.132008,1
-1.17724,-5.056881,1
-3.489025,-1.319736,1
5.633512,0.400296,1
4.605871,3.485027,1
3.689511,4.736615,1
4.641922,-1.262794,1
6.300601,-2.502266,1
4.896255,-1.885867,1
-4.763909,-2.560575,1
-0.748007,-6.156299,1
-0.095018,-5.197144,1
1.656159,-5.205337,1
0.762108,-2.820978,1
-0.609682,-5.870515,1
4.047936,1.756462,1
2.295807,-2.77252,1
-3.669954,-1.598573,1
4.896172,3.197828,1
-0.893538,-5.63463,1
2.6719,3.536628,1
-3.554614,-4.483018,1
4.573148,-1.355063,1
1.661096,3.63326,1
-1.227194,-3.766562,1
4.726202,-0.957436,1
-0.882323,-4.681608,1
1.849832,5.339839,1
-3.776637,-3.764688,1
0.194884,-5.521106,1
-1.61901,-4.444307,1
-4.368592,-4.638366,1
-1.681284,-5.460639,1
1.383683,-4.572474,1
-3.658603,-3.434757,1
-1.099803,-5.596421,1
-3.242902,-2.894101,1
0.759091,-5.071059,1
2.452762,3.022661,1
-2.611545,-2.739544,1
0.573463,-3.929034,1
2.834328,-2.712542,1
-0.932933,-6.253226,1
5.166629,-0.961244,1
3.043786,-2.995505,1
4.956264,-3.058871,1
-3.645031,-4.61264,1
-0.136206,-4.733952,1
4.99292,1.552583,1
1.844763,-5.978581,1
4.169011,2.242419,1
0.375083,-4.485521,1
3.680815,0.739683,1
-6.485929,-2.901773,1
-1.037175,-3.759979,1
2.270978,-3.292248,1
-2.920653,-2.917605,1
4.279074,-0.932106,1
4.57006,3.557813,1
-4.19563,-2.706039,1
-0.846305,-5.065874,1
1.737544,-4.765573,1
-1.882521,-2.384636,1
1.742378,4.827417,1
4.687993,-1.715518,1
-3.917535,-1.114915,1
4.057764,3.443819,1
1.554906,-3.194969,1
4.542322,-3.723879,1
-1.055845,-7.466578,1
-3.069882,-3.657531,1
5.647458,1.722434,1
4.958589,-3.729992,1
-2.092504,-4.226682,1
2.926193,3.387841,1
-0.394306,-4.216991,1
-2.498601,-3.874693,1
5.410161,-1.391107,1
5.424129,0.293692,1
3.45535,-3.688384,1
1.849094,-5.828219,1
-2.695956,-4.541827,1
3.907367,-1.879637,1
2.446804,-2.828221,1
1.947371,3.586825,1
2.845527,-3.341796,1
3.439003,-3.00904,1
3.811115,2.440327,1
5.393144,3.206559,1
-4.867763,-2.770524,1
4.327368,2.118259,1
-5.226423,-2.675312,1
-1.048247,-5.384564,1
-3.128419,-3.294665,1
-0.593446,-6.352577,1
2.635681,5.369407,1
5.145626,0.029677,1
2.815818,-4.690147,1
5.009108,1.354375,1
1.325126,-5.028925,1
4.917699,0.403447,1
-5.209309,-1.190308,1
4.08952,-1.39136,1
3.72628,3.932227,1
-2.026856,-3.460413,1
-6.103238,-1.638199,1
4.48256,-0.964846,1
4.416033,-2.309186,1
-0.40582,-3.817194,1
5.729831,-3.157686,1
4.892867,2.879315,1
-4.625866,-2.081586,1
2.750876,-3.238585,1
4.466544,2.764856,1
4.627863,3.950635,1
-2.596236,-4.305562,1
-0.099365,-5.461349,1
-5.317231,-2.386744,1
-2.99052,-6.473798,1
-1.644868,-3.745839,1
-1.921535,-4.94137,1
-4.712224,-3.585129,1
3.774121,2.579456,1
3.100821,1.670853,1
-2.747149,-3.792485,1
0.098936,-2.114821,1
4.546778,-0.704943,1
4.242433,0.411314,1
3.285153,-3.493638,1
4.062564,0.694926,1
3.287122,-1.611755,1
2.083962,-5.081799,1
4.203474,-3.183972,1
5.793685,2.17029,1
-4.187766,-4.285262,1
4.049359,-5.781473,1
3.847835,-1.886718,1
0.016729,-4.917885,1
-1.700359,-3.93689,1
0.773626,-5.473197,1
3.798466,4.423614,1
3.8894,3.62712,1
1.328957,-4.779869,1
-2.356348,-3.062665,1
6.115817,-2.278064,1
-0.702965,-6.392794,1
2.246333,3.289716,1
4.569122,6.30724,1
2.896117,-3.79735,1
-5.438423,-4.120964,1
-1.41816,-4.474776,1
-2.983514,-2.771082,1
4.310328,-0.295371,1
-1.026269,-5.658073,1
4.437136,-0.136214,1
-0.84684,-4.656717,1
5.002469,1.937894,1
4.096554,2.712063,1
2.797591,-3.490698,1
5.273738,4.159514,1
2.278403,-4.892689,1
3.052334,1.437637,1
-3.404,-2.604425,1
5.087926,2.12086,1
3.773154,-2.537471,1
-1.886629,-6.825947,1
4.409934,-1.358367,1
-0.37217,-6.600467,1
1.552142,5.51573,1
-0.842921,-4.731201,1
3.791446,-2.302525,1
-6.721385,-3.80789,1
-0.38833,4.4332,1
3.578815,3.667696,1
-1.520985,-6.06781,1
1.083486,-6.446053,1
-5.099099,-3.646999,1
3.914354,-2.68865,1
2.351262,-2.916765,1
5.893157,-2.951654,1
5.221261,-3.985146,1
2.54173,-2.24307,1
-1.409003,-2.915838,1
-2.481006,-3.487895,1
-3.413491,-4.493083,1
-1.532672,-4.395147,1
-2.658549,-4.805128,1
-0.319308,-4.164723,1
3.49041,-2.721762,1
3.169631,-2.426889,1
5.122118,1.209773,1
2.199732,5.34602,1
3.827721,-1.911544,1
-2.655672,-4.342625,1
3.307592,-0.746745,1
5.667051,0.090249,1
5.227891,-0.759043,1
4.51436,-4.49337,1
5.965207,3.16428,1
-4.94524,-4.562406,1
4.546637,-1.289292,1
-1.623102,-3.959687,1
-2.783848,-4.542964,1
5.982299,1.842947,1
4.502455,2.60572,1
4.879004,-2.069526,1
0.501528,-6.542302,1
2.106506,5.415658,1
4.299714,-3.474762,1
1.456497,-3.798542,1
0.358492,-4.788183,1
1.799559,-5.846516,1
-2.032609,-3.798903,1
-2.035322,-4.205533,1
-3.642562,-4.697978,1
-4.793785,-3.153318,1
-2.848783,-3.816643,1
3.914609,1.723999,1
-3.801521,-3.948471,1
-3.924692,-5.951622,1
1.332681,3.980692,1
6.109565,-1.423556,1
4.919129,1.855921,1
0.739476,-2.579385,1
4.945118,1.215419,1
-4.636858,-0.887698,1
1.813869,5.018981,1
3.657762,-3.187483,1
4.649149,3.751172,1
2.541876,-4.404938,1
-1.409911,-4.894438,1
6.399537,1.656029,1
3.460241,-3.302237,1
6.014563,2.74208,1
3.942859,1.879124,1
-0.986631,-5.008653,1
-3.889371,-3.756754,1
1.738018,-5.988711,1
2.492848,4.74562,1
2.384211,-3.80236,1
6.205784,-1.076086,1
2.975619,-3.285478,1
-4.832931,-1.375359,1
3.245984,-4.876616,1
4.188143,-1.727963,1
-1.519186,-4.074874,1
-3.247587,-3.571399,1
3.4258,-4.688355,1
6.650219,-0.025462,1
-1.974543,-1.941048,1
7.231798,1.200659,1
-0.217583,-3.55199,1
-1.429373,-3.340271,1
-5.481631,-4.824511,1
2.858819,2.785925,1
-2.671113,-4.366382,1
1.938113,-5.351004,1
2.051257,3.458617,1
4.690039,0.853148,1
5.119571,2.540375,1
-2.233183,-2.477994,1
-2.268406,-4.401984,1
-0.708785,-4.145675,1
-0.545687,-2.404205,1
0.128006,-6.025796,1
-1.408769,-4.310422,1
5.888881,-1.872142,1
1.593869,2.725383,1
5.161674,-1.062655,1
3.699019,-2.724136,1
4.306168,-2.803635,1
-0.718737,-5.269941,1
5.585765,0.02822,1
4.029427,5.760557,1
-0.938945,-4.946771,1
3.156417,-3.753195,1
2.911343,4.599313,1
4.58021,-5.11762,1
-1.969723,-6.799819,1
1.893944,-3.829352,1
-1.193414,-4.0865,1
4.134116,-3.625365,1
-0.403509,-3.358888,1
-4.560213,-2.960936,1
4.225782,-1.381042,1
1.36562,-3.476829,1
3.156971,-2.908458,1
-1.863896,-5.026142,1
2.565286,-3.891789,1
-0.132792,-4.629332,1
0.30142,-5.020077,1
-3.373182,-4.981476,1
2.145504,3.367526,1
2.395013,3.281998,1
4.366941,-4.950108,1
5.132775,0.569988,1
2.92062,3.141417,1
-3.285726,-5.843507,1
3.273226,5.519672,1
3.790617,1.956695,1
5.146517,1.513307,1
-2.892441,-5.126483,1
2.628915,3.180097,1
2.812059,-2.132786,1
1.748063,-6.155943,1
4.93684,-1.234843,1
4.377573,3.072766,1
-1.787576,-3.144994,1
-3.276374,-3.463899,1
-4.487322,-3.49131,1
2.66701,-0.712673,1
-1.500679,-4.616078,1
2.076362,-3.912652,1
2.571072,1.338165,1
4.75321,0.097162,1
2.804562,5.950836,1
3.478592,4.625499,1
-3.953395,-0.588816,1
-2.797576,-3.859235,1
-2.741526,-4.286766,1
-2.360371,-3.997322,1
3.678269,2.349104,1
6.291152,3.347306,1
2.689237,-4.178992,1
1.459491,5.520093,1
3.335975,4.590611,1
4.310317,3.809339,1
-1.908221,-6.295152,1
3.435749,2.865566,1
1.978319,-3.010085,1
4.648774,2.235605,1
1.866698,-6.239887,1
5.106389,-3.320556,1
4.299837,-3.62437,1
4.758272,-0.963789,1
3.76306,1.398,1
4.699128,-0.193802,1
3.084493,-4.045619,1
3.232575,0.856362,1
3.665341,4.792242,1
3.286494,-4.957332,1
5.801255,-0.361606,1
3.508641,2.653624,1
3.488552,-2.554259,1
6.150248,-0.94747,1
5.936472,0.470738,1
-5.291076,-3.139124,1
6.468887,-2.841973,1
6.530991,2.397277,1
-3.48995,-4.001216,1
5.197961,-0.60117,1
2.946233,5.462264,1
-4.43281,-2.564099,1
4.203526,-3.737223,1
1.173328,-4.644939,1
3.79548,-1.124195,1
-4.470117,0.313206,1
5.614265,1.152042,1
1.571782,-4.022504,1
4.498429,2.858412,1
4.747834,-1.987777,1
5.610203,2.610115,1
5.224276,-2.257814,1
2.929955,-5.898443,1
2.568573,3.121674,1
6.3138,1.918003,1
4.108717,-0.295392,1
4.126356,3.806295,1
5.521825,-4.402465,1
1.325741,3.841062,1
-5.590969,-3.56608,1
0.629852,-3.583212,1
2.273368,-5.021092,1
1.700093,-5.89979,1
-1.886629,-3.625659,1
-5.990911,-2.178831,1
3.865271,-1.459399,1
-3.711828,-3.562056,1
3.928441,-2.592334,1
2.776825,-2.825655,1
-3.160434,-4.750519,1
4.621522,0.061448,1
-1.421821,-3.156379,1
-6.301838,-3.043099,1
-2.460068,-4.815425,1
-2.005009,-5.015221,1
1.20857,-6.241718,1
3.71876,0.032668,1
5.616002,2.394852,1
7.025657,-0.187925,1
2.791836,-3.544858,1
5.311712,-2.662192,1
-1.585748,-5.374386,1
4.350972,4.446311,1
-0.653883,-5.442147,1
0.734436,-3.715746,1
-3.838908,-3.597021,1
5.797929,-1.04844,1
1.625935,2.093469,1
4.924822,-1.761598,1
0.072319,-3.31406,1
0.017564,-5.467157,1
3.069123,3.453165,1
-2.659458,-3.212589,1
3.638562,-5.372387,1
-1.04094,-2.671644,1
6.244747,-0.33827,1
-0.157567,-5.414572,1
4.834129,0.169096,1
-5.620352,-5.314716,1
4.217262,4.953016,1
4.806978,2.360902,1
1.311351,-4.941718,1
0.670329,-5.861207,1
-0.712202,-3.246598,1
-3.307334,-4.003442,1
-1.121649,-4.474516,1
-1.668254,-5.920283,1
0.834592,-3.012053,1
5.603121,2.626838,1
5.46263,1.129984,1
-0.080524,-4.815896,1
3.064751,-0.265375,1
1.177095,-4.497382,1
4.653412,0.317856,1
-6.218516,-9.762097,2
-8.700638,-1.209597,2
-5.982688,-7.600662,2
-7.800677,-2.080928,2
-7.597879,-6.357923,2
1.029638,0.512519,2
-3.173737,0.203254,2
-8.045796,-6.399294,2
-7.838889,-4.314538,2
-6.610731,-9.213435,2
-7.041615,-0.733084,2
-11.197808,-2.201149,2
-8.069668,-4.531651,2
-0.703611,1.305016,2
-4.298499,1.650066,2
0.621355,-1.456354,2
1.039782,-0.129253,2
-8.847503,-4.096629,2
-9.486376,-3.348023,2
-7.210641,-0.018079,2
-4.720189,-8.29892,2
-5.036485,1.656081,2
-3.28985,0.901759,2
-9.21237,-1.913998,2
-7.533025,-1.550246,2
-3.896217,1.282006,2
-2.227536,-1.221827,2
-4.788635,0.306401,2
-6.405637,-8.223123,2
-8.752581,-1.834118,2
-9.310319,-5.852983,2
-9.547001,-1.254467,2
-7.426941,-4.356305,2
-0.517561,0.70755,2
-6.744013,1.06834,2
-0.495586,0.931921,2
-8.185909,-6.739344,2
-7.369319,-4.810722,2
-4.119895,3.064824,2
-7.076369,-7.288459,2
-9.279035,-3.2567,2
-1.966951,1.040351,2
-7.583861,-3.835278,2
-8.211439,-7.345554,2
-7.461187,-3.548728,2
-5.259503,-7.555387,2
-9.046819,-1.270368,2
-3.622195,2.326363,2
-5.013572,1.706127,2
-5.146281,-9.084855,2
-8.336898,-6.513199,2
-1.719303,1.098199,2
-2.336444,1.615617,2
-2.526233,1.560335,2
-1.460114,0.065181,2
-5.358134,2.316234,2
-4.969084,2.01982,2
-9.191172,-3.671692,2
-7.96859,-7.06738,2
-9.100133,-2.595102,2
0.203264,1.875451,2
-6.150672,0.87133,2
-6.776945,-10.175192,2
-7.114357,0.808073,2
-6.097093,1.244786,2
-6.946342,-6.975643,2
-8.885608,-5.110267,2
-5.080198,-8.592822,2
-2.351025,0.111193,2
-6.760677,-0.437217,2
